Zeitpunkt,Sensorname,Füllstandsdistanz,color,latitude,longitude
2022-05-09,107040 | 8572,1161.0,Weiss,47.4153817562,9.3827377111
2022-05-10,107040 | 8572,1591.0,Weiss,47.4153817562,9.3827377111
2022-05-11,107040 | 8572,1569.0,Weiss,47.4153817562,9.3827377111
2022-05-12,107040 | 8572,1462.0,Weiss,47.4153817562,9.3827377111
2022-05-13,107040 | 8572,1397.0,Weiss,47.4153817562,9.3827377111
2022-05-14,107040 | 8572,1268.0,Weiss,47.4153817562,9.3827377111
2022-05-15,107040 | 8572,1204.0,Weiss,47.4153817562,9.3827377111
2022-05-16,107040 | 8572,1204.0,Weiss,47.4153817562,9.3827377111
2022-05-17,107040 | 8572,1182.0,Weiss,47.4153817562,9.3827377111
2022-05-18,107040 | 8572,1053.0,Weiss,47.4153817562,9.3827377111
2022-05-19,107040 | 8572,967.0,Weiss,47.4153817562,9.3827377111
2022-05-20,107040 | 8572,881.0,Weiss,47.4153817562,9.3827377111
2022-05-21,107040 | 8572,817.0,Weiss,47.4153817562,9.3827377111
2022-05-22,107040 | 8572,666.0,Weiss,47.4153817562,9.3827377111
2022-05-23,107040 | 8572,666.0,Weiss,47.4153817562,9.3827377111
2022-05-24,107040 | 8572,1505.0,Weiss,47.4153817562,9.3827377111
2022-05-25,107040 | 8572,1419.0,Weiss,47.4153817562,9.3827377111
2022-05-26,107040 | 8572,1290.0,Weiss,47.4153817562,9.3827377111
2022-05-27,107040 | 8572,1290.0,Weiss,47.4153817562,9.3827377111
2022-05-28,107040 | 8572,1182.0,Weiss,47.4153817562,9.3827377111
2022-05-29,107040 | 8572,1075.0,Weiss,47.4153817562,9.3827377111
2022-05-30,107040 | 8572,1075.0,Weiss,47.4153817562,9.3827377111
2022-05-31,107040 | 8572,1010.0,Weiss,47.4153817562,9.3827377111
2022-06-01,107040 | 8572,838.0,Weiss,47.4153817562,9.3827377111
2022-06-02,107040 | 8572,817.0,Weiss,47.4153817562,9.3827377111
2022-06-03,107040 | 8572,688.0,Weiss,47.4153817562,9.3827377111
2022-06-04,107040 | 8572,645.0,Weiss,47.4153817562,9.3827377111
2022-06-05,107040 | 8572,516.0,Weiss,47.4153817562,9.3827377111
2022-06-06,107040 | 8572,516.0,Weiss,47.4153817562,9.3827377111
2022-06-07,107040 | 8572,494.0,Weiss,47.4153817562,9.3827377111
2022-06-08,107040 | 8572,1548.0,Weiss,47.4153817562,9.3827377111
2022-06-09,107040 | 8572,1505.0,Weiss,47.4153817562,9.3827377111
2022-06-10,107040 | 8572,1376.0,Weiss,47.4153817562,9.3827377111
2022-06-11,107040 | 8572,1290.0,Weiss,47.4153817562,9.3827377111
2022-06-12,107040 | 8572,1225.0,Weiss,47.4153817562,9.3827377111
2022-06-13,107040 | 8572,1161.0,Weiss,47.4153817562,9.3827377111
2022-06-14,107040 | 8572,1096.0,Weiss,47.4153817562,9.3827377111
2022-06-15,107040 | 8572,1032.0,Weiss,47.4153817562,9.3827377111
2022-06-16,107040 | 8572,946.0,Weiss,47.4153817562,9.3827377111
2022-06-17,107040 | 8572,924.0,Weiss,47.4153817562,9.3827377111
2022-06-18,107040 | 8572,817.0,Weiss,47.4153817562,9.3827377111
2022-06-19,107040 | 8572,623.0,Weiss,47.4153817562,9.3827377111
2022-06-20,107040 | 8572,580.0,Weiss,47.4153817562,9.3827377111
2022-06-21,107040 | 8572,1526.0,Weiss,47.4153817562,9.3827377111
2022-06-22,107040 | 8572,1440.0,Weiss,47.4153817562,9.3827377111
2022-06-23,107040 | 8572,1376.0,Weiss,47.4153817562,9.3827377111
2022-06-24,107040 | 8572,1311.0,Weiss,47.4153817562,9.3827377111
2022-06-25,107040 | 8572,1268.0,Weiss,47.4153817562,9.3827377111
2022-06-26,107040 | 8572,1118.0,Weiss,47.4153817562,9.3827377111
2022-06-27,107040 | 8572,1053.0,Weiss,47.4153817562,9.3827377111
2022-06-28,107040 | 8572,989.0,Weiss,47.4153817562,9.3827377111
2022-06-29,107040 | 8572,903.0,Weiss,47.4153817562,9.3827377111
2022-06-30,107040 | 8572,795.0,Weiss,47.4153817562,9.3827377111
2022-07-01,107040 | 8572,645.0,Weiss,47.4153817562,9.3827377111
2022-07-02,107040 | 8572,623.0,Weiss,47.4153817562,9.3827377111
2022-07-03,107040 | 8572,559.0,Weiss,47.4153817562,9.3827377111
2022-07-04,107040 | 8572,559.0,Weiss,47.4153817562,9.3827377111
2022-07-05,107040 | 8572,516.0,Weiss,47.4153817562,9.3827377111
2022-07-06,107040 | 8572,451.0,Weiss,47.4153817562,9.3827377111
2022-07-07,107040 | 8572,1548.0,Weiss,47.4153817562,9.3827377111
2022-07-08,107040 | 8572,1462.0,Weiss,47.4153817562,9.3827377111
2022-07-09,107040 | 8572,1419.0,Weiss,47.4153817562,9.3827377111
2022-07-10,107040 | 8572,1225.0,Weiss,47.4153817562,9.3827377111
2022-07-11,107040 | 8572,1268.0,Weiss,47.4153817562,9.3827377111
2022-07-12,107040 | 8572,1139.0,Weiss,47.4153817562,9.3827377111
2022-07-13,107040 | 8572,1118.0,Weiss,47.4153817562,9.3827377111
2022-07-14,107040 | 8572,1053.0,Weiss,47.4153817562,9.3827377111
2022-07-15,107040 | 8572,1032.0,Weiss,47.4153817562,9.3827377111
2022-07-16,107040 | 8572,838.0,Weiss,47.4153817562,9.3827377111
2022-07-17,107040 | 8572,731.0,Weiss,47.4153817562,9.3827377111
2022-07-18,107040 | 8572,731.0,Weiss,47.4153817562,9.3827377111
2022-07-19,107040 | 8572,1548.0,Weiss,47.4153817562,9.3827377111
2022-07-20,107040 | 8572,1440.0,Weiss,47.4153817562,9.3827377111
2022-07-21,107040 | 8572,1462.0,Weiss,47.4153817562,9.3827377111
2022-07-22,107040 | 8572,1419.0,Weiss,47.4153817562,9.3827377111
2022-07-23,107040 | 8572,1290.0,Weiss,47.4153817562,9.3827377111
2022-07-24,107040 | 8572,1247.0,Weiss,47.4153817562,9.3827377111
2022-07-25,107040 | 8572,1268.0,Weiss,47.4153817562,9.3827377111
2022-07-26,107040 | 8572,1225.0,Weiss,47.4153817562,9.3827377111
2022-07-27,107040 | 8572,1010.0,Weiss,47.4153817562,9.3827377111
2022-07-28,107040 | 8572,989.0,Weiss,47.4153817562,9.3827377111
2022-07-29,107040 | 8572,1075.0,Weiss,47.4153817562,9.3827377111
2022-07-30,107040 | 8572,838.0,Weiss,47.4153817562,9.3827377111
2022-07-31,107040 | 8572,774.0,Weiss,47.4153817562,9.3827377111
2022-08-01,107040 | 8572,709.0,Weiss,47.4153817562,9.3827377111
2022-08-02,107040 | 8572,709.0,Weiss,47.4153817562,9.3827377111
2022-08-03,107040 | 8572,1526.0,Weiss,47.4153817562,9.3827377111
2022-08-04,107040 | 8572,1505.0,Weiss,47.4153817562,9.3827377111
2022-08-05,107040 | 8572,1354.0,Weiss,47.4153817562,9.3827377111
2022-08-06,107040 | 8572,1354.0,Weiss,47.4153817562,9.3827377111
2022-08-07,107040 | 8572,1118.0,Weiss,47.4153817562,9.3827377111
2022-08-08,107040 | 8572,1139.0,Weiss,47.4153817562,9.3827377111
2022-08-09,107040 | 8572,1096.0,Weiss,47.4153817562,9.3827377111
2022-08-10,107040 | 8572,1096.0,Weiss,47.4153817562,9.3827377111
2022-08-11,107040 | 8572,989.0,Weiss,47.4153817562,9.3827377111
2022-08-12,107040 | 8572,1010.0,Weiss,47.4153817562,9.3827377111
2022-08-13,107040 | 8572,924.0,Weiss,47.4153817562,9.3827377111
2022-08-14,107040 | 8572,838.0,Weiss,47.4153817562,9.3827377111
2022-08-15,107040 | 8572,817.0,Weiss,47.4153817562,9.3827377111
2022-08-16,107040 | 8572,645.0,Weiss,47.4153817562,9.3827377111
2022-08-17,107040 | 8572,559.0,Weiss,47.4153817562,9.3827377111
2022-08-18,107040 | 8572,494.0,Weiss,47.4153817562,9.3827377111
2022-08-19,107040 | 8572,473.0,Weiss,47.4153817562,9.3827377111
2022-08-20,107040 | 8572,430.0,Weiss,47.4153817562,9.3827377111
2022-08-21,107040 | 8572,322.0,Weiss,47.4153817562,9.3827377111
2022-08-22,107040 | 8572,322.0,Weiss,47.4153817562,9.3827377111
2022-08-23,107040 | 8572,300.0,Weiss,47.4153817562,9.3827377111
2022-08-24,107040 | 8572,1569.0,Weiss,47.4153817562,9.3827377111
2022-08-25,107040 | 8572,1462.0,Weiss,47.4153817562,9.3827377111
2022-08-26,107040 | 8572,1397.0,Weiss,47.4153817562,9.3827377111
2022-08-27,107040 | 8572,1376.0,Weiss,47.4153817562,9.3827377111
2022-08-28,107040 | 8572,1268.0,Weiss,47.4153817562,9.3827377111
2022-08-29,107040 | 8572,1268.0,Weiss,47.4153817562,9.3827377111
2022-08-30,107040 | 8572,1139.0,Weiss,47.4153817562,9.3827377111
2022-08-31,107040 | 8572,1075.0,Weiss,47.4153817562,9.3827377111
2022-09-01,107040 | 8572,1010.0,Weiss,47.4153817562,9.3827377111
2022-09-02,107040 | 8572,924.0,Weiss,47.4153817562,9.3827377111
2022-09-03,107040 | 8572,903.0,Weiss,47.4153817562,9.3827377111
2022-09-04,107040 | 8572,817.0,Weiss,47.4153817562,9.3827377111
2022-09-05,107040 | 8572,774.0,Weiss,47.4153817562,9.3827377111
2022-09-06,107040 | 8572,1548.0,Weiss,47.4153817562,9.3827377111
2022-09-07,107040 | 8572,1505.0,Weiss,47.4153817562,9.3827377111
2022-09-08,107040 | 8572,1376.0,Weiss,47.4153817562,9.3827377111
2022-09-09,107040 | 8572,1311.0,Weiss,47.4153817562,9.3827377111
2022-09-10,107040 | 8572,1247.0,Weiss,47.41538175615662,9.382737711145921
2022-09-11,107040 | 8572,1182.0,Weiss,47.41538175615662,9.382737711145921
2022-09-12,107040 | 8572,1182.0,Weiss,47.41538175615662,9.382737711145921
2022-09-13,107040 | 8572,1053.0,Weiss,47.41538175615662,9.382737711145921
2022-09-14,107040 | 8572,1096.0,Weiss,47.41538175615662,9.382737711145921
2022-09-15,107040 | 8572,903.0,Weiss,47.41538175615662,9.382737711145921
2022-09-16,107040 | 8572,903.0,Weiss,47.41538175615662,9.382737711145921
2022-09-17,107040 | 8572,752.0,Weiss,47.41538175615662,9.382737711145921
2022-09-18,107040 | 8572,709.0,Weiss,47.41538175615662,9.382737711145921
2022-09-19,107040 | 8572,666.0,Weiss,47.41538175615662,9.382737711145921
2022-09-20,107040 | 8572,1569.0,Weiss,47.41538175615662,9.382737711145921
2022-09-21,107040 | 8572,1569.0,Weiss,47.41538175615662,9.382737711145921
2022-09-22,107040 | 8572,1526.0,Weiss,47.41538175615662,9.382737711145921
2022-09-23,107040 | 8572,1462.0,Weiss,47.41538175615662,9.382737711145921
2022-09-24,107040 | 8572,1462.0,Weiss,47.41538175615662,9.382737711145921
2022-09-25,107040 | 8572,1268.0,Weiss,47.41538175615662,9.382737711145921
2022-09-26,107040 | 8572,1268.0,Weiss,47.41538175615662,9.382737711145921
2022-09-27,107040 | 8572,1182.0,Weiss,47.41538175615662,9.382737711145921
2022-09-28,107040 | 8572,1161.0,Weiss,47.41538175615662,9.382737711145921
2022-09-29,107040 | 8572,1139.0,Weiss,47.41538175615662,9.382737711145921
2022-09-30,107040 | 8572,1096.0,Weiss,47.41538175615662,9.382737711145921
2022-10-01,107040 | 8572,967.0,Weiss,47.41538175615662,9.382737711145921
2022-10-02,107040 | 8572,903.0,Weiss,47.41538175615662,9.382737711145921
2022-10-03,107040 | 8572,881.0,Weiss,47.41538175615662,9.382737711145921
2022-10-04,107040 | 8572,1526.0,Weiss,47.41538175615662,9.382737711145921
2022-10-05,107040 | 8572,1397.0,Weiss,47.41538175615662,9.382737711145921
2022-10-06,107040 | 8572,1311.0,Weiss,47.41538175615662,9.382737711145921
2022-10-07,107040 | 8572,1311.0,Weiss,47.41538175615662,9.382737711145921
2022-10-08,107040 | 8572,1290.0,Weiss,47.41538175615662,9.382737711145921
2022-10-09,107040 | 8572,1333.0,Weiss,47.41538175615662,9.382737711145921
2022-10-10,107040 | 8572,1204.0,Weiss,47.41538175615662,9.382737711145921
2021-09-08,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2021-09-09,107041 | 470A,1225.0,Grün,47.41960641,9.3463740545
2021-09-10,107041 | 470A,1182.0,Grün,47.41960641,9.3463740545
2021-09-11,107041 | 470A,1118.0,Grün,47.41960641,9.3463740545
2021-09-12,107041 | 470A,967.0,Grün,47.41960641,9.3463740545
2021-09-13,107041 | 470A,967.0,Grün,47.41960641,9.3463740545
2021-09-14,107041 | 470A,1419.0,Grün,47.41960641,9.3463740545
2021-09-15,107041 | 470A,1290.0,Grün,47.41960641,9.3463740545
2021-09-16,,,,,
2021-09-17,107041 | 470A,1204.0,Grün,47.41960641,9.3463740545
2021-09-18,107041 | 470A,1139.0,Grün,47.41960641,9.3463740545
2021-09-19,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2021-09-20,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2021-09-21,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2021-09-22,107041 | 470A,1268.0,Grün,47.41960641,9.3463740545
2021-09-23,107041 | 470A,1182.0,Grün,47.41960641,9.3463740545
2021-09-24,107041 | 470A,1118.0,Grün,47.41960641,9.3463740545
2021-09-25,107041 | 470A,1032.0,Grün,47.41960641,9.3463740545
2021-09-26,107041 | 470A,946.0,Grün,47.41960641,9.3463740545
2021-09-27,107041 | 470A,946.0,Grün,47.41960641,9.3463740545
2021-09-28,107041 | 470A,1419.0,Grün,47.41960641,9.3463740545
2021-09-29,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2021-09-30,107041 | 470A,1290.0,Grün,47.41960641,9.3463740545
2021-10-01,107041 | 470A,1075.0,Grün,47.41960641,9.3463740545
2021-10-02,107041 | 470A,1032.0,Grün,47.41960641,9.3463740545
2021-10-03,107041 | 470A,989.0,Grün,47.41960641,9.3463740545
2021-10-04,107041 | 470A,989.0,Grün,47.41960641,9.3463740545
2021-10-05,107041 | 470A,1376.0,Grün,47.41960641,9.3463740545
2021-10-06,107041 | 470A,1354.0,Grün,47.41960641,9.3463740545
2021-10-07,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2021-10-08,107041 | 470A,1225.0,Grün,47.41960641,9.3463740545
2021-10-09,107041 | 470A,1161.0,Grün,47.41960641,9.3463740545
2021-10-10,107041 | 470A,1139.0,Grün,47.41960641,9.3463740545
2021-10-11,107041 | 470A,1118.0,Grün,47.41960641,9.3463740545
2021-10-12,107041 | 470A,1419.0,Grün,47.41960641,9.3463740545
2021-10-13,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2021-10-14,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2021-10-15,107041 | 470A,1204.0,Grün,47.41960641,9.3463740545
2021-10-16,107041 | 470A,1182.0,Grün,47.41960641,9.3463740545
2021-10-17,107041 | 470A,1075.0,Grün,47.41960641,9.3463740545
2021-10-18,107041 | 470A,1075.0,Grün,47.41960641,9.3463740545
2021-10-19,107041 | 470A,1010.0,Grün,47.41960641,9.3463740545
2021-10-20,107041 | 470A,967.0,Grün,47.41960641,9.3463740545
2021-10-21,107041 | 470A,795.0,Grün,47.41960641,9.3463740545
2021-10-22,107041 | 470A,774.0,Grün,47.41960641,9.3463740545
2021-10-23,107041 | 470A,731.0,Grün,47.41960641,9.3463740545
2021-10-24,107041 | 470A,559.0,Grün,47.41960641,9.3463740545
2021-10-25,107041 | 470A,559.0,Grün,47.41960641,9.3463740545
2021-10-26,107041 | 470A,1440.0,Grün,47.41960641,9.3463740545
2021-10-27,107041 | 470A,1354.0,Grün,47.41960641,9.3463740545
2021-10-28,107041 | 470A,1268.0,Grün,47.41960641,9.3463740545
2021-10-29,107041 | 470A,1225.0,Grün,47.41960641,9.3463740545
2021-10-30,107041 | 470A,1161.0,Grün,47.41960641,9.3463740545
2021-10-31,107041 | 470A,967.0,Grün,47.41960641,9.3463740545
2021-11-01,107041 | 470A,967.0,Grün,47.41960641,9.3463740545
2021-11-02,107041 | 470A,967.0,Grün,47.41960641,9.3463740545
2021-11-03,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2021-11-04,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2021-11-05,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2021-11-06,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2021-11-07,107041 | 470A,1075.0,Grün,47.41960641,9.3463740545
2021-11-08,107041 | 470A,1075.0,Grün,47.41960641,9.3463740545
2021-11-09,107041 | 470A,1032.0,Grün,47.41960641,9.3463740545
2021-11-10,107041 | 470A,924.0,Grün,47.41960641,9.3463740545
2021-11-11,107041 | 470A,881.0,Grün,47.41960641,9.3463740545
2021-11-12,107041 | 470A,752.0,Grün,47.41960641,9.3463740545
2021-11-13,107041 | 470A,709.0,Grün,47.41960641,9.3463740545
2021-11-14,107041 | 470A,494.0,Grün,47.41960641,9.3463740545
2021-11-15,107041 | 470A,494.0,Grün,47.41960641,9.3463740545
2021-11-16,107041 | 470A,1483.0,Grün,47.41960641,9.3463740545
2021-11-17,107041 | 470A,1376.0,Grün,47.41960641,9.3463740545
2021-11-18,107041 | 470A,1225.0,Grün,47.41960641,9.3463740545
2021-11-19,107041 | 470A,1204.0,Grün,47.41960641,9.3463740545
2021-11-20,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2021-11-21,107041 | 470A,946.0,Grün,47.41960641,9.3463740545
2021-11-22,107041 | 470A,924.0,Grün,47.41960641,9.3463740545
2021-11-23,107041 | 470A,1462.0,Grün,47.41960641,9.3463740545
2021-11-24,107041 | 470A,1354.0,Grün,47.41960641,9.3463740545
2021-11-25,107041 | 470A,1354.0,Grün,47.41960641,9.3463740545
2021-11-26,107041 | 470A,1311.0,Grün,47.41960641,9.3463740545
2021-11-27,107041 | 470A,1268.0,Grün,47.41960641,9.3463740545
2021-11-28,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2021-11-29,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2021-11-30,107041 | 470A,989.0,Grün,47.41960641,9.3463740545
2021-12-01,107041 | 470A,967.0,Grün,47.41960641,9.3463740545
2021-12-02,107041 | 470A,860.0,Grün,47.41960641,9.3463740545
2021-12-03,107041 | 470A,881.0,Grün,47.41960641,9.3463740545
2021-12-04,107041 | 470A,752.0,Grün,47.41960641,9.3463740545
2021-12-05,107041 | 470A,602.0,Grün,47.41960641,9.3463740545
2021-12-06,107041 | 470A,602.0,Grün,47.41960641,9.3463740545
2021-12-07,107041 | 470A,1462.0,Grün,47.41960641,9.3463740545
2021-12-08,107041 | 470A,1311.0,Grün,47.41960641,9.3463740545
2021-12-09,107041 | 470A,1290.0,Grün,47.41960641,9.3463740545
2021-12-10,107041 | 470A,1311.0,Grün,47.41960641,9.3463740545
2021-12-11,107041 | 470A,1161.0,Grün,47.41960641,9.3463740545
2021-12-12,107041 | 470A,1118.0,Grün,47.41960641,9.3463740545
2021-12-13,107041 | 470A,1118.0,Grün,47.41960641,9.3463740545
2021-12-14,107041 | 470A,1354.0,Grün,47.41960641,9.3463740545
2021-12-15,107041 | 470A,1268.0,Grün,47.41960641,9.3463740545
2021-12-16,107041 | 470A,1182.0,Grün,47.41960641,9.3463740545
2021-12-17,107041 | 470A,1161.0,Grün,47.41960641,9.3463740545
2021-12-18,107041 | 470A,1225.0,Grün,47.41960641,9.3463740545
2021-12-19,107041 | 470A,946.0,Grün,47.41960641,9.3463740545
2021-12-20,107041 | 470A,946.0,Grün,47.41960641,9.3463740545
2021-12-21,107041 | 470A,1505.0,Grün,47.41960641,9.3463740545
2021-12-22,107041 | 470A,1419.0,Grün,47.41960641,9.3463740545
2021-12-23,107041 | 470A,1182.0,Grün,47.41960641,9.3463740545
2021-12-24,107041 | 470A,1161.0,Grün,47.41960641,9.3463740545
2021-12-25,107041 | 470A,1096.0,Grün,47.41960641,9.3463740545
2021-12-26,107041 | 470A,1139.0,Grün,47.41960641,9.3463740545
2021-12-27,107041 | 470A,1118.0,Grün,47.41960641,9.3463740545
2021-12-28,107041 | 470A,1290.0,Grün,47.41960641,9.3463740545
2021-12-29,107041 | 470A,1139.0,Grün,47.41960641,9.3463740545
2021-12-30,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2021-12-31,107041 | 470A,860.0,Grün,47.41960641,9.3463740545
2022-01-01,107041 | 470A,817.0,Grün,47.41960641,9.3463740545
2022-01-02,107041 | 470A,838.0,Grün,47.41960641,9.3463740545
2022-01-03,107041 | 470A,817.0,Grün,47.41960641,9.3463740545
2022-01-04,107041 | 470A,1290.0,Grün,47.41960641,9.3463740545
2022-01-05,107041 | 470A,1268.0,Grün,47.41960641,9.3463740545
2022-01-06,107041 | 470A,1268.0,Grün,47.41960641,9.3463740545
2022-01-07,107041 | 470A,1225.0,Grün,47.41960641,9.3463740545
2022-01-08,107041 | 470A,1354.0,Grün,47.41960641,9.3463740545
2022-01-09,107041 | 470A,924.0,Grün,47.41960641,9.3463740545
2022-01-10,107041 | 470A,924.0,Grün,47.41960641,9.3463740545
2022-01-11,107041 | 470A,1505.0,Grün,47.41960641,9.3463740545
2022-01-12,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2022-01-13,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2022-01-14,107041 | 470A,1204.0,Grün,47.41960641,9.3463740545
2022-01-15,107041 | 470A,1204.0,Grün,47.41960641,9.3463740545
2022-01-16,107041 | 470A,1075.0,Grün,47.41960641,9.3463740545
2022-01-17,107041 | 470A,1075.0,Grün,47.41960641,9.3463740545
2022-01-18,107041 | 470A,1397.0,Grün,47.41960641,9.3463740545
2022-01-19,107041 | 470A,1290.0,Grün,47.41960641,9.3463740545
2022-01-20,107041 | 470A,1204.0,Grün,47.41960641,9.3463740545
2022-01-21,107041 | 470A,1096.0,Grün,47.41960641,9.3463740545
2022-01-22,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2022-01-23,107041 | 470A,860.0,Grün,47.41960641,9.3463740545
2022-01-24,107041 | 470A,860.0,Grün,47.41960641,9.3463740545
2022-01-25,107041 | 470A,1440.0,Grün,47.41960641,9.3463740545
2022-01-26,107041 | 470A,1397.0,Grün,47.41960641,9.3463740545
2022-01-27,107041 | 470A,1290.0,Grün,47.41960641,9.3463740545
2022-01-28,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2022-01-29,107041 | 470A,1139.0,Grün,47.41960641,9.3463740545
2022-01-30,107041 | 470A,1118.0,Grün,47.41960641,9.3463740545
2022-01-31,107041 | 470A,1161.0,Grün,47.41960641,9.3463740545
2022-02-01,107041 | 470A,1419.0,Grün,47.41960641,9.3463740545
2022-02-02,107041 | 470A,1419.0,Grün,47.41960641,9.3463740545
2022-02-03,107041 | 470A,1397.0,Grün,47.41960641,9.3463740545
2022-02-04,107041 | 470A,1225.0,Grün,47.41960641,9.3463740545
2022-02-05,107041 | 470A,1075.0,Grün,47.41960641,9.3463740545
2022-02-06,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2022-02-07,107041 | 470A,1032.0,Grün,47.41960641,9.3463740545
2022-02-08,107041 | 470A,1376.0,Grün,47.41960641,9.3463740545
2022-02-09,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2022-02-10,107041 | 470A,1311.0,Grün,47.41960641,9.3463740545
2022-02-11,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2022-02-12,107041 | 470A,1182.0,Grün,47.41960641,9.3463740545
2022-02-13,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2022-02-14,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2022-02-15,107041 | 470A,1397.0,Grün,47.41960641,9.3463740545
2022-02-16,107041 | 470A,1268.0,Grün,47.41960641,9.3463740545
2022-02-17,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2022-02-18,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2022-02-19,107041 | 470A,1161.0,Grün,47.41960641,9.3463740545
2022-02-20,107041 | 470A,1075.0,Grün,47.41960641,9.3463740545
2022-02-21,107041 | 470A,1053.0,Grün,47.41960641,9.3463740545
2022-02-22,107041 | 470A,1419.0,Grün,47.41960641,9.3463740545
2022-02-23,107041 | 470A,1204.0,Grün,47.41960641,9.3463740545
2022-02-24,107041 | 470A,1139.0,Grün,47.41960641,9.3463740545
2022-02-25,107041 | 470A,989.0,Grün,47.41960641,9.3463740545
2022-02-26,107041 | 470A,903.0,Grün,47.41960641,9.3463740545
2022-02-27,107041 | 470A,752.0,Grün,47.41960641,9.3463740545
2022-02-28,107041 | 470A,774.0,Grün,47.41960641,9.3463740545
2022-03-01,107041 | 470A,1419.0,Grün,47.41960641,9.3463740545
2022-03-02,107041 | 470A,1397.0,Grün,47.41960641,9.3463740545
2022-03-03,107041 | 470A,1333.0,Grün,47.41960641,9.3463740545
2022-03-04,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2022-03-05,107041 | 470A,1182.0,Grün,47.41960641,9.3463740545
2022-03-06,107041 | 470A,1096.0,Grün,47.41960641,9.3463740545
2022-03-07,107041 | 470A,1096.0,Grün,47.41960641,9.3463740545
2022-03-08,107041 | 470A,1483.0,Grün,47.41960641,9.3463740545
2022-03-09,107041 | 470A,1311.0,Grün,47.41960641,9.3463740545
2022-03-10,107041 | 470A,1290.0,Grün,47.41960641,9.3463740545
2022-03-11,107041 | 470A,1247.0,Grün,47.41960641,9.3463740545
2022-03-12,107041 | 470A,1182.0,Grün,47.41960641,9.3463740545
2022-03-13,107041 | 470A,1139.0,Grün,47.41960641,9.3463740545
2022-03-14,107041 | 470A,1096.0,Grün,47.41960641,9.3463740545
2022-03-15,107041 | 470A,1354.0,Grün,47.41960641,9.3463740545
2022-03-16,107041 | 470A,1311.0,Grün,47.41960641,9.3463740545
2022-03-17,107041 | 470A,1225.0,Grün,47.41960641,9.3463740545
2022-03-18,107041 | 470A,1161.0,Grün,47.41960641,9.3463740545
2022-03-19,107041 | 470A,1096.0,Grün,47.41960641,9.3463740545
